main_class	subclass	Catalog	Company	KEGG	PubChem CID	InChi	Neutral Name	cas	formula	mass	mPlusH	mPlusHCCS	mPlusHRsd	mPlusNa	mPlusNaCCS	mPlusNaRsd	mMinusH	mMinusHCCS	mMinusHRsd	mPlusDot	mPlusDotCCS	mPlusDotRsd	mPlusTwoH	mPlusTwoHCCS	mPlusTwoHRsd	mPlus	mPlusCCS	mPlusRsd	mPlusC2H3O2	mPlusC2H3O2CCS	mPlusC2H3O2Rsd	mPlusCHO2	mPlusCHO2CCS	mPlusCHO2Rsd	mMinusClO	mMinusClOCCS	mMinusClORsd	mMinusBrO	mMinusBrOCCS	mMinusBrORsd
Primary Metabolites	Lipids	34570	Cayman Chemical	C14777	5283155	ZNHVWPKMFKADKW-LQWMCKPYSA-N	12S-HETE	54397-83-0	C20H32O3	320.2344682	321.2417442	N/A	N/A	343.2236862	193.3336706	0.42565537	319.2271922	184.8214931	0.571385358	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	301.2606	N/A	N/A	257.3110682	N/A	N/A
Primary Metabolites	Lipids	50511	Cayman Chemical	C14770	5283204	DXOYQVHGIODESM-KROJNAHFSA-N	11(12)-EET	81276-02-0	C20H32O3	320.2351322	321.2424082	N/A	N/A	343.2243502	187.8666667	0.1108055	319.2278562	185	0.194894664	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	301.2612	N/A	N/A	257.3117322	N/A	N/A
Primary Metabolites	Lipids	50351	Cayman Chemical	C14769	5283203	DBWQSCSXHFNTMO-TYAUOURKSA-N	8(9)-EET	81246-85-7	C20H32O3	320.2351322	321.2424088	N/A	N/A	343.225	186.8333333	0.030901888	319.2253	184.6333333	0.031270099	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	301.2612	N/A	N/A	257.3117322	N/A	N/A
Primary Metabolites	Lipids	34560	Cayman Chemical	C14822	5283156	ZNHVWPKMFKADKW-ZYBDYUKJSA-N	12R-HETE	82337-46-0	C20H32O3	320.2351322	321.2424088	N/A	N/A	343.2263	194.4	0	319.2257	184.1	0.094082065	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	301.2612	N/A	N/A	257.3117322	N/A	N/A
Primary Metabolites	Lipids	34360	Cayman Chemical	C14776	5283154	NLUNAYAEIJYXRB-VYOQERLCSA-N	8S-HETE	98462-03-4	C20H32O3	320.2351322	321.2424082	N/A	N/A	343.2243502	187.1666667	0.030846853	319.2278562	185.0666667	0.13598405	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	301.2612	N/A	N/A	257.3117322	N/A	N/A
Primary Metabolites	Lipids	50651	Cayman Chemical	C14771	5283205	JBSCUHKPLGKXKH-ILYOTBPNSA-N	14(15)-EET	81276-03-1	C20H32O3	320.2351322	321.2435	182.4333333	0.228211146	343.2271	187.0666667	0.123453372	319.2256	187.6	0.092326802	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	301.2612	N/A	N/A	257.3117322	N/A	N/A
Primary Metabolites	Lipids	20110	Cayman Chemical	C02165	5280492	VNYSSYRCGWBHLG-AMOLWHMGSA-N	Leukotriene B4	71160-24-2	C20H32O4	336.2293832	337.2366592	N/A	N/A	359.2186012	196.0481839	0.153846154	335.2221072	187.4354689	0.081934126	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	317.2555	N/A	N/A	273.3059832	N/A	N/A
Primary Metabolites	Lipids	15253	Cayman Chemical		52921998	ZNEBXONKCYFJAF-OUKOMXQNSA-N	14(S)-HDHA	119433-37-3	C22H32O3	344.2351322	345.2424088	N/A	N/A	367.2255	190.1	0.052603893	343.2251	190.2333333	0.030349585	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	325.2612	N/A	N/A	281.3117322	N/A	N/A
Primary Metabolites	Lipids	10009799	Cayman Chemical		11046191	SWTYBBUBEPPYCX-YTQNUIGOSA-N	17(S)-HDHA	92693-03-3	C22H32O3	344.2351322	345.2424082	N/A	N/A	367.2243502	191.5239951	0.363685209	343.2278562	194.8417336	0.154798762	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	325.2612	N/A	N/A	281.3117322	N/A	N/A
Primary Metabolites	Lipids	19010	Cayman Chemical		1202	ZIWNJZLXPXFNGN-UHFFFAOYSA-N	Carbocyclic Thromboxane A2	74034-56-3	C22H36O3	348.2664306	349.2737066	N/A	N/A	371.2556486	203.6	0.049115914	347.2591546	201.1	0.049726504	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	329.2925	N/A	N/A	285.3430306	N/A	N/A
Primary Metabolites	Lipids	90410	Cayman Chemical	C06314	5280914	IXAQOQZEOGMIQS-SSQFXEBMSA-N	Lipoxin A4	89663-86-5	C20H32O5	352.2249622	353.2322382	N/A	N/A	375.2141802	197.891372	0.127854944	351.2176862	194.0039208	0.666343117	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	333.2511	N/A	N/A	289.3015622	N/A	N/A
Primary Metabolites	Lipids	14010	Cayman Chemical	C00584	5280360	XEYBRNLFEZDVAW-ARSRFYASSA-N	Prostaglandin E2	363-24-6	C20H32O5	352.2249622	353.2322382	N/A	N/A	375.2141802	198.5281432	0.11	351.2176862	192.0601952	0.030222488	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	333.2511	N/A	N/A	289.3015622	N/A	N/A
Primary Metabolites	Lipids						15R-Prostaglandin F2 alpha	37658-84-7	C20H34O5	354.2399474	354.247224	N/A	N/A	377.23038	207.3333333	0.027846476	353.23267	194.6	0.051387461	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	335.2660	N/A	N/A	291.3165474	N/A	N/A
Primary Metabolites	Lipids	16520	Cayman Chemical	C05959	5280886	PXGPLTODNUVGFL-ZWAKLXPCSA-N	11B-Prostaglandin F2 alpha	38432-87-0	C20H34O5	354.2399474	355.247224	N/A	N/A	377.2373	200.2	0.086516024	353.23267	194.1	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	335.2660	N/A	N/A	291.3165474	N/A	N/A
Primary Metabolites	Lipids	16010	Cayman Chemical	C00639	5280363	PXGPLTODNUVGFL-YNNPMVKQSA-N	Prostaglandin F2 alpha	551-11-1	C20H34O5	354.2406114	355.247888	N/A	N/A	377.2303814	207.3333333	0.07367485	353.2356	194.7666667	0.029643177	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	335.2667	N/A	N/A	291.3172114	N/A	N/A
Primary Metabolites	Lipids	16350	Cayman Chemical	C13809	5282263	PXGPLTODNUVGFL-NAPLMKITSA-N	8-iso-Prostaglandin F2 alpha	27415-26-5	C20H34O5	354.2406114	355.2478874	N/A	N/A	377.2298294	199.0307973	0.058328029	353.2333354	197.2546343	0.088279858	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	335.2667	N/A	N/A	291.3172114	N/A	N/A
Primary Metabolites	Lipids	16395	Cayman Chemical	C00639	5280363	LOLJEILMPWPILA-RLXHZABYSA-N	8-iso-15R-Prostaglandin F2 alpha	214748-65-9	C20H34O5	354.2406114	355.2478874	N/A	N/A	377.2298294	200.7666667	0.028757277	353.2333354	197.757322	0.101677682	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	335.2667	N/A	N/A	291.3172114	N/A	N/A
Primary Metabolites	Lipids	16300	Cayman Chemical		42607309	RZCPXIZGLPAGEV-SUHLLOIRSA-N	5-iPF2α-VI	180469-63-0	C20H34O5	354.2406114	355.247888	N/A	N/A	377.2316	205.5333333	0.028090347	353.2315	194.9666667	0.213540708	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	335.2667	N/A	N/A	291.3172114	N/A	N/A
Primary Metabolites	Lipids	B3271	Sigma-Aldrich		13584	QSQLTHHMFHEFIY-UHFFFAOYSA-N	Methyl Behenate	929-77-1	C23H46O2	354.3497616	355.3570376	N/A	N/A	377.3389796	N/A	N/A	353.3424856	156.1347844	0.402124791	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	335.3759	N/A	N/A	291.4263616	N/A	N/A
Primary Metabolites	Lipids	19030	Cayman Chemical	C05963	5942660	XNRNNGPBEPRNAR-JQBLCGNGSA-N	Thromboxane B2	54397-85-2	C20H34O6	370.2348624	371.2421384	N/A	N/A	393.2240804	202.0804358	0	369.2275864	194.4395835	0.051706308	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	351.2610	N/A	N/A	307.3114624	N/A	N/A
Primary Metabolites	Lipids	L6766	Sigma-Aldrich		210602	XUDJZDNUVZHSKZ-UHFFFAOYSA-N	Methyl Tetracosanoate	2442-49-1	C25H50O2	382.38106	383.388336	187.5360064	0.081890202	405.370278	N/A	N/A	381.373784	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	363.4072	N/A	N/A	319.45766	N/A	N/A
Primary Metabolites	Lipids	855476	Avanti Polar Lipids		24779450	WNRCJJWBAXNAPE-HXUWFJFHSA-N	LPC 13:0	20559-17-5	C21H44NO7P	453.2848604	454.2928004	220.7133914	0.105195919	476.2746304	225.4051428	0.160818523	452.2769204	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	434.3110	N/A	N/A	390.3614604	N/A	N/A
Primary Metabolites	Lipids	800812	Avanti Polar Lipids		151838	OQQOAWVKVDAJOI-VWLOTQADSA-N	DG (12:0/12:0)	60562-15-4	C27H52O5	456.3807902	457.3887302	N/A	N/A	479.3705602	N/A	N/A	455.3728502	211.7990637	0.027405867	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	437.4069	N/A	N/A	393.4573902	N/A	N/A
Primary Metabolites	Lipids	858142	Avanti Polar Lipids		9547100	XIVOBOJQPNEUSC-UXHICEINSA-N	LPS (16:0/0:0)	143077-66-1	C22H44NPO9	497.275239	498.283179	222.791167	0.135379061	520.265009	228.6893688	0.091515211	496.267299	222.724142	0.24861137	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	478.3013	N/A	N/A	434.351839	N/A	N/A
Primary Metabolites	Lipids	855775	Avanti Polar Lipids		16081932		LPC 18:1	19420-56-5	C26H52NO7P	521.3474572	522.3553972	235.5929458	0.177667084	544.3372272	237.3355964	0.088181276	520.3395172	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	502.3736	N/A	N/A	458.4240572	N/A	N/A
Primary Metabolites	Lipids	850330	Avanti Polar Lipids		10100010	XCCDCYFQYUARAY-MUUNZHRXSA-N	PC (11:0/11:0)	27869-47-2	C30H60NO8P	593.404969	594.412909	257.0744648	0.170469259	616.394739	260.5932784	0.139103058	592.397029	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	574.4311	N/A	N/A	530.481569	N/A	N/A
Primary Metabolites	Lipids	860502	Avanti Polar Lipids		6411284	IYCYEZLMOLRFAN-QGJHTTTBSA-N	GalCer (d18:1/12:0)	111956-48-0	C36H69NO8	643.5016274	644.5095674	271.149719	0.570812173	666.4913974	266.8266052	0.164238845	642.4936874	262.0343163	0.841040167	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	624.5277	N/A	N/A	580.5782274	N/A	N/A
Primary Metabolites	Lipids	857131	Avanti Polar Lipids				BMP (14:0/14:0)	325466-03-3	C34H67O10P	666.44704	667.45498	270.1778562	0.624150118	706.462815	N/A	N/A	665.4391	262.0008038	0.167263966	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	647.4731	N/A	N/A	603.52364	N/A	N/A
Primary Metabolites	Lipids	840033	Avanti Polar Lipids		123699	WKJDWDLHIOUPPL-JSOSNVBQSA-N	PS (14:0/14:0)	105405-50-3	C34H66NO10P	679.4422952	680.4502352	N/A	N/A	702.4320652	247.825012	0.637575401	678.4343552	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	660.4684	N/A	N/A	616.5188952	N/A	N/A
Primary Metabolites	Lipids	860585	Avanti Polar Lipids		46891763	YMQZQHIESOAPQH-JXGHDCMNSA-N	SM (d18:1/17:0)	121999-64-2	C40H81N2O6P	716.5825296	717.5904696	290.1177997	0.243401958	739.5722996	291.8939628	0.850218534	715.5745896	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	697.6086	N/A	N/A	653.6591296	N/A	N/A
Primary Metabolites	Lipids	850358	Avanti Polar Lipids		24778764	GPWHCUUIQMGELX-VHQDNGOZSA-N	PC (16:1/16:1) (del9-cis)	4724-96-3	C40H76NO8P	729.537602	730.545542	280.1645842	0.23893522	752.527372	286.9005988	0.202318749	728.529662	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	710.5637	N/A	N/A	666.614202	N/A	N/A
Primary Metabolites	Lipids	850725	Avanti Polar Lipids		44251425	MWRBNPKJOOWZPW-NYVOMTAGSA-N	PE (18:1/18:1) (del9-cis)	4004-05-1	C41H78NO8P	743.5464758	744.5543004	280.6	0.035637919	766.5362458	287.5666667	0.053118995	742.5386512	274.9	0.109130593	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	724.5726	N/A	N/A	680.6230758	N/A	N/A
Primary Metabolites	Lipids	850726	Avanti Polar Lipids		9546744	MWRBNPKJOOWZPW-GPADLTIESA-N	PE (18:1/18:1) (del9-trans)	19805-18-6	C41H78NO8P	743.5464758	744.5543004	284.0185229	0.5696806	766.5362458	288.5427118	0.125628964	742.5386512	276.4446956	0.077148273	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	724.5726	N/A	N/A	680.6230758	N/A	N/A
Primary Metabolites	Lipids	110558	Avanti Polar Lipids			JJUUQTPTIFXQFZ-RZCIEKIASA-N	TG (14:0/16:1/14:0)	875584-25-1	C47H88O6	748.6573908	749.6653308	302.819041	0.281715849	771.6471608	301.4617844	0.495222358	747.6494508	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	729.6835	N/A	N/A	685.7339908	N/A	N/A
Primary Metabolites	Lipids	860508	Avanti Polar Lipids				LacCer (d18:1/8:0)	939036-94-9	C38H71NO13	749.4918516	750.4997916	280.9688845	0.2914311	772.4816216	280.6672719	0.180294554	748.4839116	270.1108312	0.236871999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	730.5180	N/A	N/A	686.5684516	N/A	N/A
Primary Metabolites	Lipids	830456	Avanti Polar Lipids		52927160	ZBVHXVKEMAIWQQ-QPPIDDCLSA-N	PG(17:0/17:0)	799268-52-3	C40H79O10P	750.540941	751.548881	N/A	N/A	773.530711	N/A	N/A	749.533001	277.4500709	0.357498456	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	731.5670	N/A	N/A	687.617541	N/A	N/A
Primary Metabolites	Lipids						1,2-Diacyl-sn-glycero 3-phosphocholine	8002-43-5	C42H80NO8P	311.0769	758.569401	189.5667	0.3	334.06665	189.2	0.29	310.0691752	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	292.1030	N/A	N/A	248.1535	N/A	N/A
Primary Metabolites	Lipids	850375	Avanti Polar Lipids		24778933	RRVPPYNAZJRZFR-VYOBOKEXSA-N	PC(18:1(9Z)/16:0)	59491-62-2	C42H82NO8P	759.5771102	760.5850502	291.7934252	0.312637133	782.5668802	293.6366133	0.206381435	758.5691702	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	740.6032	N/A	N/A	696.6537102	N/A	N/A
Primary Metabolites	Lipids	840477	Avanti Polar Lipids		9547127	DSNRWDQKZIEDDB-ZQXBMSQTSA-N	PG (18:1/18:1) (del9-trans)	322647-40-5	C42H79O10P	774.5403924	775.5483324	294.8095511	0.085822831	797.5301624	285.2584858	0.773236968	773.5324524	283.0131476	0.326550201	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	755.5665	N/A	N/A	711.6169924	N/A	N/A
Primary Metabolites	Lipids	840475	Avanti Polar Lipids		52927248	DSNRWDQKZIEDDB-SQYFZQSCSA-N	PG (18:1/18:1) (del9-cis)	67254-28-8	C42H79O10P	774.5403924	775.5483324	294.474426	0.090329509	797.5301624	289.3134995	0.29960656	773.5324524	282.6780225	0.751390723	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	755.5665	N/A	N/A	711.6169924	N/A	N/A
Primary Metabolites	Lipids	850376	Avanti Polar Lipids		5364680	SNKAWJBJQDLSFF-DQPVQCHKSA-N	PC (18:1/18:1) (del9-trans)	56782-46-8	C44H84NO8P	785.5927594	786.6006994	297.2894769	0.300581482	808.5825294	300.7412654	0.338176753	784.5848194	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	766.6189	N/A	N/A	722.6693594	N/A	N/A
Primary Metabolites	Lipids	850374	Avanti Polar Lipids		53478765	SNKAWJBJQDLSFF-NVKMUCNASA-N	PC (18:1/18:1) (del9-cis)	56391-91-4	C44H84NO8P	785.59276	786.6007	296.4181516	0.103619575	808.58253	298.0267521	0.084896373	784.58482	279.494334	0.152612974	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	766.6189	N/A	N/A	722.66936	N/A	N/A
Primary Metabolites	Lipids	A2056	Sigma-Aldrich	C00024	444493	ZSLZBFCDCINBPY-ZSJPKINUSA-N	Acetyl coenzyme A	102029-73-2	C23H38N7O17P3S	809.1257688	810.1330448	249.8022836	0.1	832.1149868	263.0732376	0.1	808.1184928	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	790.1519	N/A	N/A	746.2023688	N/A	N/A
Primary Metabolites	Lipids	850404	Avanti Polar Lipids				PG (16:0/16:0) 4Me	474967-73-2	C46H91O10P	834.6342876	835.6422276	311.3982436	0.595613177	857.6240576	310.4263808	0.410092193	833.6263476	294.6755011	0.325465439	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	815.6604	N/A	N/A	771.7108876	N/A	N/A
Primary Metabolites	Nucleotides	D7750	Sigma-Aldrich	C00239	13945	NCMVOABPESMRCP-SHYZEUOFSA-N	2′-Deoxycytidine 5′-Monophosphate	1032-65-1	C9H14N3O7P	307.056276	308.064216	165.5853123	0.33805491	330.046046	166.6242001	0.174180492	306.048336	165.6188248	0.092727149	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	288.0824	N/A	N/A	244.132876	N/A	N/A
Primary Metabolites	Nucleotides	T9758	Sigma-Aldrich	C00364	9700	GYOZYWVXFNDGLU-XLPZGREQSA-N	Thymidine 5'-Monophosphate	33430-62-5	C10H15N2O8P	322.0566	323.063876	163.8426618	0.035427507	345.045818	169.7408635	0.090475335	321.048006	166.2555625	0.388778503	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	303.0827	N/A	N/A	259.1332	N/A	N/A
Primary Metabolites	Nucleotides	C1133	Sigma-Aldrich	C05822	66535	UOOOPKANIPLQPU-XVFCMESISA-N	Cytidine 3'-monophosphate	84-52-6	C9H14N3O8P	323.051196	324.059136	170.9808264	0.265146007	346.040966	174.9017901	0.40374224	322.043256	170.3776012	0.034068663	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	304.0773	N/A	N/A	260.127796	N/A	N/A
Primary Metabolites	Nucleotides	C1131	Sigma-Aldrich	C00055	6131	IERHLVCPSMICTF-XVFCMESISA-N	Cytidine-5' Monophosphate	63-37-6	C9H14N3O8P	323.0518494	324.0591254	168.7666667	0.034209971	346.0410674	171.5333333	0.033658197	322.0445734	167.0333333	0.034564973	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	304.0779	N/A	N/A	260.1284494	N/A	N/A
Primary Metabolites	Nucleotides	U1752	Sigma-Aldrich	C00105	6030	DJJCXFVJDGTHFX-XVFCMESISA-N	Uridine 5'-Monophosphate	58-97-9	C9H13N2O9P	324.035206	325.043146	169.8078886	0.156646022	347.024976	175.1363777	0.151880098	323.027266	163.8761743	0.061349693	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	305.0613	N/A	N/A	261.111806	N/A	N/A
Primary Metabolites	Nucleotides	A9501	Sigma-Aldrich	C00575	6076	IVOMOUWHDPKRLL-KQYNXXCUSA-N	3',5'-Cyclic AMP	60-92-4	C10H12N5O6P	329.0525182	330.0589	182.4666667	0.221489873	352.0399	191.1	0.318302592	328.0481	175.0666667	0.281771679	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	310.0786	N/A	N/A	266.1291182	N/A	N/A
Primary Metabolites	Nucleotides	D6375	Sigma-Aldrich	C00360	12599	KHWCHTKSEGGWEX-RRKCRQDMSA-N	2′-Deoxyadenosine 5′-Monophosphate	653-63-4	C10H14N5O6P	331.067506	332.075446	170.0089636	0.156460752	354.057276	176.6779531	0.118455956	330.059566	174.566665	0.133004477	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	312.0936	N/A	N/A	268.144106	N/A	N/A
Primary Metabolites	Nucleotides	N3501	Sigma-Aldrich	C00455	14180	DAYLJWODMCOQEW-TURQNECASA-N	Nicotinamide Mononucleotide	1094-61-7	C11H15N2O8P	334.05595	335.06389	167.1268877	0.091890429	357.04572	N/A	N/A	333.04801	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	315.0821	N/A	N/A	271.13255	N/A	N/A
Primary Metabolites	Vitamins	T8637	Sigma-Aldrich	C01081	1131	HZSAJDVWZRBGIF-UHFFFAOYSA-O	Thiamine Monophosphate	10023-48-0	C12H18N4O4PS+	345.0786338	345.0815	172.5333333	0.033463115	367.0611	N/A	N/A	343.0634172	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	326.1047	N/A	N/A	282.1552338	N/A	N/A
Primary Metabolites	Nucleotides	D9500	Sigma-Aldrich	C00362	65059	LTFMZDNNPPEQNG-KVQBGUIXSA-N	2'-Deoxyguanosine 5'-Monophosphate	902-04-5	C10H14N5O7P	347.062426	348.070366	178.9568038	0.148637714	370.0528524	173.8666667	0.033206496	346.054486	171.0333333	0.033756593	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	328.0885	N/A	N/A	284.139026	N/A	N/A
Primary Metabolites	Nucleotides	A2252	Sigma-Aldrich	C00020	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Adenosine 5' Monophosphate	61-19-8	C10H14N5O7P	347.0630824	348.0703584	173.3267021	0.571279455	370.052196	180.7329668	0.578991099	346.0558064	175.3333333	0.065857445	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	328.0892	N/A	N/A	284.1396824	N/A	N/A
Primary Metabolites	Nucleotides	57510	Sigma-Aldrich	C00130	8582	GRSZFWQUAKGDAV-KQYNXXCUSA-N	Inosine 5′-Monophosphate	131-99-7	C10H13N4O8P	348.0470988	349.0543748	177.5827909	0.284953177	371.0363168	174.566665	0.266008955	347.0398228	173.8333333	0.482444703	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	329.0732	N/A	N/A	285.1236988	N/A	N/A
Primary Metabolites	Nucleotides	G8377	Sigma-Aldrich	C00144	6804	RQFCJASXJCIDSX-UUOKFMHZSA-N	Guanosine 5' Monophosphate	85-32-5	C9H14N3O8P	363.0579974	364.0652734	182.2075173	0.138860299	386.0472154	177.9514285	0.056497175	362.0507214	172.2878143	0.220926215	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	344.0841	N/A	N/A	300.1345974	N/A	N/A
Primary Metabolites	Nucleotides	1905	Sigma-Aldrich	C00008	6022	XTWYTFMLZFPYCI-KQYNXXCUSA-N	Adenosine 5' Diphosphate	58-64-0	C10H15N5O10P2	427.029415	428.036691	188.6084067	0.213219616	450.018633	196.9195092	0.193291639	426.022139	186.8657562	0.672704424	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	408.0555	N/A	N/A	364.106015	N/A	N/A
Primary Metabolites	Nucleotides	F2253	Sigma-Aldrich	C00061	643976	FVTCRASFADXXNN-SCRDCRAPSA-N	Riboflavin 5'-Monophosphate	146-17-8	C17H21N4O9P	456.1046106	457.1118866	201.4772106	0.277832553	479.0938286	210.6596383	0.180684325	455.0973346	200.7734479	0.26497259	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	437.1307	N/A	N/A	393.1812106	N/A	N/A
